status,supplierArticle,incomeId,techSize,warehouseName,dateClose,barcode,number,totalPrice,nmId,date,lastChangeDate,quantity 
,VE133,672465,140,Подольск2,2020-03-01T22:55:00,5021462089032,M-Mos00271074,1995,11339602,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VE133,672465,92,Подольск2,2020-03-01T22:55:00,9780230016156,M-Mos00271074,1995,11339602,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VE299,672465,98,Подольск2,2020-03-01T22:55:00,5021464155599,M-Mos00271074,5577,11339604,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE306,672465,86,Подольск2,2020-03-01T22:55:00,5021464187828,M-Mos00271074,5997,11339606,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,RA610,672465,140,Подольск2,2020-03-01T22:55:00,5021462831556,M-Mos00271074,3297,11339483,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,TA212,672465,62,Подольск2,2020-03-01T22:55:00,5021463302970,M-Mos00271074,4995,11339485,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,TA212,672465,80,Подольск2,2020-03-01T22:55:00,5021463303007,M-Mos00271074,4995,11339485,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA014,672465,80,Подольск2,2020-03-01T22:55:00,5021464129460,M-Mos00271074,4995,11339488,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA063,672465,62,Подольск2,2020-03-01T22:55:00,5021464127480,M-Mos00271074,5495,11339492,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA089,672465,92,Подольск2,2020-03-01T22:55:00,5021464140472,M-Mos00271074,9995,11339494,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA092,672465,86,Подольск2,2020-03-01T22:55:00,5021464147716,M-Mos00271074,6597,11339496,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA300,672465,92,Подольск2,2020-03-01T22:55:00,5021464135669,M-Mos00271074,1795,11339502,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA452,672465,80,Подольск2,2020-03-01T22:55:00,5021464129224,M-Mos00271074,5495,11339504,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB225,672465,104,Подольск2,2020-03-01T22:55:00,5021462563419,M-Mos00271074,1995,11339505,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB285,672465,80,Подольск2,2020-03-01T22:55:00,5021462583127,M-Mos00271074,2793,11339506,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB288,672465,110,Подольск2,2020-03-01T22:55:00,5021462586395,M-Mos00271074,2793,11339508,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB288,672465,80,Подольск2,2020-03-01T22:55:00,5021462586180,M-Mos00271074,2793,11339508,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB288,672465,98,Подольск2,2020-03-01T22:55:00,5021462586371,M-Mos00271074,2793,11339508,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB343,672465,128,Подольск2,2020-03-01T22:55:00,5021462018186,M-Mos00271074,2997,11339513,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB346,672465,98,Подольск2,2020-03-01T22:55:00,5021462018780,M-Mos00271074,2997,11339514,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB361,672465,110,Подольск2,2020-03-01T22:55:00,5021462090885,M-Mos00271074,2997,11339517,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB361,672465,98,Подольск2,2020-03-01T22:55:00,5021462090601,M-Mos00271074,2997,11339517,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB379,672465,116,Подольск2,2020-03-01T22:55:00,5021464293222,M-Mos00271074,3495,11339520,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB407,672465,116,Подольск2,2020-03-01T22:55:00,5021465407567,M-Mos00271074,2997,11339522,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB442,672465,140,Подольск2,2020-03-01T22:55:00,5021462107200,M-Mos00271074,5398,11339526,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VB497,672465,98,Подольск2,2020-03-01T22:55:00,5021462550037,M-Mos00271074,2495,11339528,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB503,672465,116,Подольск2,2020-03-01T22:55:00,5021462559924,M-Mos00271074,3495,11339529,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB506,672465,116,Подольск2,2020-03-01T22:55:00,5021462560685,M-Mos00271074,8295,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB506,672465,92,Подольск2,2020-03-01T22:55:00,5021462560104,M-Mos00271074,7495,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB514,672465,122,Подольск2,2020-03-01T22:55:00,5021462081135,M-Mos00271074,3795,11339531,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB516,672465,86,Подольск2,2020-03-01T22:55:00,303216033545,M-Mos00271074,3795,11339533,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB622,672465,128,Подольск2,2020-03-01T22:55:00,5021464087005,M-Mos00271074,6297,11339534,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB708,672465,110,Подольск2,2020-03-01T22:55:00,5021464088507,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB708,672465,92,Подольск2,2020-03-01T22:55:00,5021464088477,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB712,672465,140,Подольск2,2020-03-01T22:55:00,5021464089337,M-Mos00271074,2877,11339540,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC022,672465,110,Подольск2,2020-03-01T22:55:00,5021464155193,M-Mos00271074,4677,11339547,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC063,672465,122,Подольск2,2020-03-01T22:55:00,5021464159580,M-Mos00271074,2997,11339549,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC087,672465,134,Подольск2,2020-03-01T22:55:00,5021464158392,M-Mos00271074,3493,11339551,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC110,672465,86,Подольск2,2020-03-01T22:55:00,5021464166878,M-Mos00271074,4295,11339553,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC152,672465,116,Подольск2,2020-03-01T22:55:00,5021464171537,M-Mos00271074,2793,11339557,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC152,672465,128,Подольск2,2020-03-01T22:55:00,5021464171551,M-Mos00271074,2793,11339557,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC152,672465,86,Подольск2,2020-03-01T22:55:00,5021464171483,M-Mos00271074,2793,11339557,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC153,672465,134,Подольск2,2020-03-01T22:55:00,5021464171797,M-Mos00271074,2793,11339558,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC194,672465,110,Подольск2,2020-03-01T22:55:00,5021464165567,M-Mos00271074,4995,11339561,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC194,672465,140,Подольск2,2020-03-01T22:55:00,5021464165611,M-Mos00271074,4995,11339561,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC194,672465,80,Подольск2,2020-03-01T22:55:00,5021464165512,M-Mos00271074,4995,11339561,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC255,672465,104,Подольск2,2020-03-01T22:55:00,5021464181178,M-Mos00271074,5877,11339566,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC278,672465,98,Подольск2,2020-03-01T22:55:00,5021464183608,M-Mos00271074,4995,11339567,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC321,672465,140,Подольск2,2020-03-01T22:55:00,5021464186180,M-Mos00271074,6795,11339569,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC347,672465,122,Подольск2,2020-03-01T22:55:00,5021464173371,M-Mos00271074,3795,11339571,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC347,672465,134,Подольск2,2020-03-01T22:55:00,5021464173463,M-Mos00271074,3795,11339571,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC347,672465,140,Подольск2,2020-03-01T22:55:00,5021464173470,M-Mos00271074,3795,11339571,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC405,672465,110,Подольск2,2020-03-01T22:55:00,5021462277767,M-Mos00271074,1995,11339572,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC470,672465,104,Подольск2,2020-03-01T22:55:00,5021462283867,M-Mos00271074,8295,11339573,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC476,672465,92,Подольск2,2020-03-01T22:55:00,5021462239581,M-Mos00271074,3477,11339574,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD001,672465,140,Подольск2,2020-03-01T22:55:00,5021462390732,M-Mos00271074,5495,11339579,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD001,672465,98,Подольск2,2020-03-01T22:55:00,5021462384533,M-Mos00271074,5495,11339579,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD008,672465,104,Подольск2,2020-03-01T22:55:00,5021462395713,M-Mos00271074,5495,11339580,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD465,672465,104,Подольск2,2020-03-01T22:55:00,5021462100621,M-Mos00271074,7197,11339588,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD465,672465,122,Подольск2,2020-03-01T22:55:00,9781845315764,M-Mos00271074,7797,11339588,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD612,672465,74,Подольск2,2020-03-01T22:55:00,5021464025069,M-Mos00271074,5997,11339596,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD623,672465,74,Подольск2,2020-03-01T22:55:00,5021464104924,M-Mos00271074,5997,11339597,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE062,672465,110,Подольск2,2020-03-01T22:55:00,5021464176587,M-Mos00271074,2793,11339599,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VE062,672465,122,Подольск2,2020-03-01T22:55:00,5021464176600,M-Mos00271074,2793,11339599,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VE062,672465,134,Подольск2,2020-03-01T22:55:00,5021464176679,M-Mos00271074,2793,11339599,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VE108,672465,80,Подольск2,2020-03-01T22:55:00,5021462095422,M-Mos00271074,4995,11339600,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VE130,672465,122,Подольск2,2020-03-01T22:55:00,5021465537004,M-Mos00271074,6297,11339601,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE133,672465,98,Подольск2,2020-03-01T22:55:00,5021462088851,M-Mos00271074,1995,11339602,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VE300,672465,104,Подольск2,2020-03-01T22:55:00,5021464182199,M-Mos00271074,6297,11339605,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE300,672465,86,Подольск2,2020-03-01T22:55:00,5021464182168,M-Mos00271074,5697,11339605,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,PE166,677811,68,Подольск2,2020-03-07T17:48:00,5021464051181,M-Mos00273007,24975,8868534,2020-03-06T00:00:00,2020-03-07T18:04:54.953,25
,PE248,677811,68,Подольск2,2020-03-07T17:48:00,5021464074982,M-Mos00273007,199,10218713,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,QB495_NB733,677811,134,Подольск2,2020-03-07T17:48:00,5021462888413,M-Mos00273007,3990,8486976,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,RA610,677811,80,Подольск2,2020-03-07T17:48:00,5021463351060,M-Mos00273007,5495,11339483,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,SB057,677811,62,Подольск2,2020-03-07T17:48:00,5021464834906,M-Mos00273007,9995,8507614,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,SC462,677811,110,Подольск2,2020-03-07T17:48:00,5021462510000,M-Mos00273007,499,9098109,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,TA043,677811,68,Подольск2,2020-03-07T17:48:00,5021463275939,M-Mos00273007,149970,8848307,2020-03-06T00:00:00,2020-03-07T18:04:54.953,30
,TA247,677811,92,Подольск2,2020-03-07T17:48:00,5021463310784,M-Mos00273007,6897,11339486,2020-03-06T00:00:00,2020-03-07T18:04:54.953,3
,TA584,677811,56,Подольск2,2020-03-07T17:48:00,5021463603343,M-Mos00273007,19990,8868573,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TB775_TB482,677811,110,Подольск2,2020-03-07T17:48:00,5021463430147,M-Mos00273007,3990,8606418,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TC891,677811,98,Подольск2,2020-03-07T17:48:00,5021463443192,M-Mos00273007,57475,9354232,2020-03-06T00:00:00,2020-03-07T18:04:54.953,25
,TD582,677811,10,Подольск2,2020-03-07T17:48:00,5021463534845,M-Mos00273007,7495,9552112,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TD582,677811,14,Подольск2,2020-03-07T17:48:00,5021463534869,M-Mos00273007,7495,9552112,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC017,677811,140,Подольск2,2020-03-07T17:48:00,5021464153359,M-Mos00273007,10495,11339546,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC223,677811,86,Подольск2,2020-03-07T17:48:00,5021464189990,M-Mos00273007,2699,11339563,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,VC625,677811,98,Подольск2,2020-03-07T17:48:00,5021462174424,M-Mos00273007,9495,11339577,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VE299,677811,110,Подольск2,2020-03-07T17:48:00,5021464155612,M-Mos00273007,9295,11339604,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,KA021,677811,74,Подольск2,2020-03-07T17:48:00,5021468523554,M-Mos00273007,35980,8487394,2020-03-06T00:00:00,2020-03-07T18:04:54.953,20
,KA021,677811,80,Подольск2,2020-03-07T17:48:00,5021468523561,M-Mos00273007,26985,8487394,2020-03-06T00:00:00,2020-03-07T18:04:54.953,15
,KA027,677811,62,Подольск2,2020-03-07T17:48:00,5021468524629,M-Mos00273007,8995,8868524,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,NA060,677811,116,Подольск2,2020-03-07T17:48:00,5021465928505,M-Mos00273007,17980,8852779,2020-03-06T00:00:00,2020-03-07T18:04:54.953,20
,QB364,677811,80,Подольск2,2020-03-07T17:48:00,5021462836186,M-Mos00273007,19990,8487397,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,QC761,677811,98,Подольск2,2020-03-07T17:48:00,9780744560008,M-Mos00273007,27885,8606372,2020-03-06T00:00:00,2020-03-07T18:04:54.953,15
,RA610,677811,128,Подольск2,2020-03-07T17:48:00,5021462831495,M-Mos00273007,5495,11339483,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,SB655,677811,110,Подольск2,2020-03-07T17:48:00,5021465354588,M-Mos00273007,5590,8606373,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,SE162_SB872,677811,110,Подольск2,2020-03-07T17:48:00,5021465314636,M-Mos00273007,3990,8486993,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,SF424,677811,140,Подольск2,2020-03-07T17:48:00,5021462619109,M-Mos00273007,2793,8507743,2020-03-06T00:00:00,2020-03-07T18:04:54.953,7
,TA063,677811,68,Подольск2,2020-03-07T17:48:00,5021463278527,M-Mos00273007,11495,9400013,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TA351,677811,56,Подольск2,2020-03-07T17:48:00,5021463317578,M-Mos00273007,17475,8848312,2020-03-06T00:00:00,2020-03-07T18:04:54.953,25
,TA354,677811,56,Подольск2,2020-03-07T17:48:00,5021463317837,M-Mos00273007,13980,9398803,2020-03-06T00:00:00,2020-03-07T18:04:54.953,20
,TA484,677811,62,Подольск2,2020-03-07T17:48:00,5021463332632,M-Mos00273007,6990,9398810,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TA582,677811,56,Подольск2,2020-03-07T17:48:00,5021463603237,M-Mos00273007,9995,9226114,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TB337,677811,116,Подольск2,2020-03-07T17:48:00,5021463340996,M-Mos00273007,2299,10142009,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,TB562,677811,104,Подольск2,2020-03-07T17:48:00,5021463374564,M-Mos00273007,12995,10142011,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TB721_TB425,677811,80,Подольск2,2020-03-07T17:48:00,5021463420728,M-Mos00273007,11180,8606408,2020-03-06T00:00:00,2020-03-07T18:04:54.953,20
,TB721_TB425,677811,86,Подольск2,2020-03-07T17:48:00,5021463420735,M-Mos00273007,11180,8606408,2020-03-06T00:00:00,2020-03-07T18:04:54.953,20
,TB780_TB487,677811,104,Подольск2,2020-03-07T17:48:00,5021463432073,M-Mos00273007,3990,8606421,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TB828_TB530,677811,128,Подольск2,2020-03-07T17:48:00,5021463341986,M-Mos00273007,69950,8606422,2020-03-06T00:00:00,2020-03-07T18:04:54.953,50
,TB828_TB530,677811,140,Подольск2,2020-03-07T17:48:00,5021463342013,M-Mos00273007,55960,8606422,2020-03-06T00:00:00,2020-03-07T18:04:54.953,40
,TC575_TC241,677811,110,Подольск2,2020-03-07T17:48:00,5021463647675,M-Mos00273007,1995,8606459,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TC575_TC241,677811,92,Подольск2,2020-03-07T17:48:00,5021463647644,M-Mos00273007,1995,8606459,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB371,677811,80,Подольск2,2020-03-07T17:48:00,5021462100737,M-Mos00273007,9995,11339518,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB622,677811,134,Подольск2,2020-03-07T17:48:00,5021464087012,M-Mos00273007,10495,11339534,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB653,677811,104,Подольск2,2020-03-07T17:48:00,5021464086565,M-Mos00273007,9495,11339537,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC017,677811,110,Подольск2,2020-03-07T17:48:00,5021464153304,M-Mos00273007,9995,11339546,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC017,677811,134,Подольск2,2020-03-07T17:48:00,5021464153342,M-Mos00273007,10495,11339546,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC625,677811,92,Подольск2,2020-03-07T17:48:00,5021462174417,M-Mos00273007,9495,11339577,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VD309,677811,1-3 года,Подольск2,2020-03-07T17:48:00,5021464043292,M-Mos00273007,2795,11283557,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,MG969,677811,0,Подольск2,2020-03-07T17:48:00,5021462473275,M-Mos00273007,13980,9520238,2020-03-06T00:00:00,2020-03-07T18:04:54.953,20
,PE166,677811,74,Подольск2,2020-03-07T17:48:00,5021464051204,M-Mos00273007,39960,8868534,2020-03-06T00:00:00,2020-03-07T18:04:54.953,40
,QB364,677811,86,Подольск2,2020-03-07T17:48:00,5021462836193,M-Mos00273007,9995,8487397,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,QB496_NB734,677811,98,Подольск2,2020-03-07T17:48:00,5021465377365,M-Mos00273007,3990,8868536,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,QB497_NB735,677811,116,Подольск2,2020-03-07T17:48:00,5021463799961,M-Mos00273007,3990,8868549,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,QB497_NB735,677811,98,Подольск2,2020-03-07T17:48:00,5021465377198,M-Mos00273007,3990,8868549,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,RA610,677811,134,Подольск2,2020-03-07T17:48:00,5021462831549,M-Mos00273007,5495,11339483,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,RA611,677811,92,Подольск2,2020-03-07T17:48:00,5021463351305,M-Mos00273007,5495,11339484,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,SA591,677811,56,Подольск2,2020-03-07T17:48:00,5021464676988,M-Mos00273007,29970,8507605,2020-03-06T00:00:00,2020-03-07T18:04:54.953,30
,SA591,677811,74,Подольск2,2020-03-07T17:48:00,5021464677022,M-Mos00273007,4995,8507605,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,SE174,677811,92,Подольск2,2020-03-07T17:48:00,5021463644537,M-Mos00273007,10995,9098121,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TA354,677811,50,Подольск2,2020-03-07T17:48:00,5021463317820,M-Mos00273007,10485,9398803,2020-03-06T00:00:00,2020-03-07T18:04:54.953,15
,TB648,677811,80,Подольск2,2020-03-07T17:48:00,5021463365135,M-Mos00273007,27489,10142013,2020-03-06T00:00:00,2020-03-07T18:04:54.953,11
,TB695_TB399,677811,104,Подольск2,2020-03-07T17:48:00,5021463400768,M-Mos00273007,32970,9098136,2020-03-06T00:00:00,2020-03-07T18:04:54.953,30
,TB701_TB405,677811,104,Подольск2,2020-03-07T17:48:00,5021463263608,M-Mos00273007,10990,8606399,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TB780_TB487,677811,110,Подольск2,2020-03-07T17:48:00,5021463432080,M-Mos00273007,1995,8606421,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TC487_TC051,677811,104,Подольск2,2020-03-07T17:48:00,5021463439331,M-Mos00273007,4990,8606440,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TC487_TC051,677811,80,Подольск2,2020-03-07T17:48:00,5021463439294,M-Mos00273007,499,8606440,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,TC487_TC051,677811,98,Подольск2,2020-03-07T17:48:00,5021463439324,M-Mos00273007,4990,8606440,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TC489_TC053,677811,128,Подольск2,2020-03-07T17:48:00,5021463458691,M-Mos00273007,4990,8606441,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TE584_TF045,677811,128,Подольск2,2020-03-07T17:48:00,5021463911394,M-Mos00273007,2399,9872199,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,VA076,677811,86,Подольск2,2020-03-07T17:48:00,5021464144098,M-Mos00273007,12495,11339493,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB371,677811,134,Подольск2,2020-03-07T17:48:00,5021462102397,M-Mos00273007,11995,11339518,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB404,677811,86,Подольск2,2020-03-07T17:48:00,5021464200565,M-Mos00273007,8295,11339521,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB622,677811,128,Подольск2,2020-03-07T17:48:00,5021464087005,M-Mos00273007,10495,11339534,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC010,677811,110,Подольск2,2020-03-07T17:48:00,5021464154233,M-Mos00273007,6295,11339545,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC017,677811,104,Подольск2,2020-03-07T17:48:00,5021464153298,M-Mos00273007,9995,11339546,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC017,677811,116,Подольск2,2020-03-07T17:48:00,5021464153311,M-Mos00273007,9995,11339546,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC017,677811,92,Подольск2,2020-03-07T17:48:00,5021464153274,M-Mos00273007,8995,11339546,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC495,677811,110,Подольск2,2020-03-07T17:48:00,5021462250975,M-Mos00273007,4797,11339575,2020-03-06T00:00:00,2020-03-07T18:04:54.953,3
,VE130,677811,98,Подольск2,2020-03-07T17:48:00,5021465536946,M-Mos00273007,9495,11339601,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,GA524,677811,0,Подольск2,2020-03-07T17:48:00,5021462503118,M-Mos00273007,6597,9932520,2020-03-06T00:00:00,2020-03-07T18:04:54.953,3
,QB496_NB734,677811,104,Подольск2,2020-03-07T17:48:00,671488121138,M-Mos00273007,3990,8868536,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,QB496_NB734,677811,86,Подольск2,2020-03-07T17:48:00,671488450016,M-Mos00273007,1995,8868536,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,SB655,677811,128,Подольск2,2020-03-07T17:48:00,5021464950101,M-Mos00273007,5590,8606373,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TA095,677811,74,Подольск2,2020-03-07T17:48:00,5021463282050,M-Mos00273007,29990,8848309,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TA582,677811,62,Подольск2,2020-03-07T17:48:00,5021463603244,M-Mos00273007,7996,9226114,2020-03-06T00:00:00,2020-03-07T18:04:54.953,4
,TB721_TB425,677811,104,Подольск2,2020-03-07T17:48:00,5021463420766,M-Mos00273007,22360,8606408,2020-03-06T00:00:00,2020-03-07T18:04:54.953,40
,TB828_TB530,677811,122,Подольск2,2020-03-07T17:48:00,5021463341979,M-Mos00273007,69950,8606422,2020-03-06T00:00:00,2020-03-07T18:04:54.953,50
,TB879,677811,92,Подольск2,2020-03-07T17:48:00,5021463403608,M-Mos00273007,10995,9098140,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,TC148,677811,110,Подольск2,2020-03-07T17:48:00,5021463483129,M-Mos00273007,459,9354226,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
,TC487_TC051,677811,92,Подольск2,2020-03-07T17:48:00,5021463439317,M-Mos00273007,4990,8606440,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TC574_TC161,677811,92,Подольск2,2020-03-07T17:48:00,5021463647521,M-Mos00273007,3990,8606458,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TC710,677811,98,Подольск2,2020-03-07T17:48:00,5021463501649,M-Mos00273007,19990,8868630,2020-03-06T00:00:00,2020-03-07T18:04:54.953,10
,TE584_TF045,677811,122,Подольск2,2020-03-07T17:48:00,5021463911387,M-Mos00273007,11995,9872199,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VA076,677811,92,Подольск2,2020-03-07T17:48:00,5021464144104,M-Mos00273007,12495,11339493,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VA300,677811,86,Подольск2,2020-03-07T17:48:00,5021464135652,M-Mos00273007,1077,11339502,2020-03-06T00:00:00,2020-03-07T18:04:54.953,3
,VB371,677811,140,Подольск2,2020-03-07T17:48:00,5021462102403,M-Mos00273007,11995,11339518,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB653,677811,110,Подольск2,2020-03-07T17:48:00,5021464086572,M-Mos00273007,9495,11339537,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VB653,677811,122,Подольск2,2020-03-07T17:48:00,5021464086596,M-Mos00273007,10495,11339537,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC010,677811,128,Подольск2,2020-03-07T17:48:00,5021464154264,M-Mos00273007,6795,11339545,2020-03-06T00:00:00,2020-03-07T18:04:54.953,5
,VC223,677811,128,Подольск2,2020-03-07T17:48:00,5021464190064,M-Mos00273007,3299,11339563,2020-03-06T00:00:00,2020-03-07T18:04:54.953,1
